Isolate	Chromosome	Region	Start	End	Most similar known cluster	Similarity	Type	Type_broad
KE200	KE200_chr6_con3	29.3	709803	773931	no_known_similarity	NA	NRPS,T1PKS	NRP_PKS
KE200	KE200_chr6_con3	29.4	809908	881001	no_known_similarity	NA	NRPS	NRP
KE200	KE200_chr6_con3	29.5	2160577	2284893	no_known_similarity	NA	NRPS,T1PKS,terpene	NRP_PKS
KE200	KE200_chr6_con3	29.6	2468033	2535644	no_known_similarity	NA	T1PKS	Polyketide
KE200	KE200_chr6_con3	29.7	2760449	2851526	no_known_similarity	NA	fungal-RiPP-like	Other
KE200	KE200_chr7_con1	31.1	397550	490661	no_known_similarity	NA	fungal-RiPP-like	Other
KE200	KE200_chr7_con2	32.1	367932	430756	no_known_similarity	NA	T1PKS	Polyketide
KE200	KE200_chr7_con2	32.2	580224	652037	no_known_similarity	NA	NRPS,T1PKS	NRP_PKS
KE200	KE200_supercont8_8_con1	33.1	1720385	1787127	no_known_similarity	NA	T1PKS	Polyketide
KE200	KE200_supercont8_8_con1	33.2	2046661	2110767	no_known_similarity	NA	NRPS-like	NRP
ML0060	ML0060_chr1_con1	1.1	126508	159675	no_known_similarity	NA	terpene	Terpene
ML0060	ML0060_chr1_con1	1.2	1398291	1472785	no_known_similarity	NA	NRPS	NRP
ML0060	ML0060_chr1_con2	2.1	836441	943600	no_known_similarity	NA	fungal-RiPP-like,terpene	Terpene
ML0060	ML0060_chr1_con2	2.2	1510577	1543284	clavaric acid	100	terpene	Terpene
ML0060	ML0060_chr1_con2	2.3	2343188	2406838	no_known_similarity	NA	NRPS-like	NRP
ML0060	ML0060_chr2_con1	4.1	1171423	1232194	no_known_similarity	NA	T3PKS	Polyketide
ML0060	ML0060_chr2_con1	4.2	1802150	1928257	no_known_similarity	NA	arylpolyene,fungal-RiPP-like	Other
ML0060	ML0060_chr2_con1	4.3	2355472	2418184	metachelin C/metachelin A/metachelin A-CE/metachelin B/dimerumic acid 11-mannoside/dimerumic acid	25	NRPS	NRP
ML0060	ML0060_chr2_con1	4.4	5185596	5312030	ACE1	52	NRPS,T1PKS	NRP_PKS
ML0060	ML0060_chr2_con1	4.5	5512212	5601620	metachelin C/metachelin A/metachelin A-CE/metachelin B/dimerumic acid 11-mannoside/dimerumic acid	37	indole,T1PKS	NRP
ML0060	ML0060_chr2_con1	4.6	5659477	5727842	no_known_similarity	NA	T1PKS	Polyketide
ML0060	ML0060_chr2_con1	4.7	5875268	5906744	no_known_similarity	NA	terpene	Terpene
ML0060	ML0060_chr3_con1	5.1	884498	975703	no_known_similarity	NA	fungal-RiPP-like	Other
ML0060	ML0060_chr3_con1	5.2	1520783	1588568	epipyriculol	58	T1PKS	Polyketide
ML0060	ML0060_chr3_con3	7.1	1026520	1223789	ACE1	70	NRPS,T1PKS	NRP_PKS
ML0060	ML0060_chr3_con3	7.2	1957485	2023560	penigainamide A/penigainamide B/penigainamide C/adametizine A/FA2097/outovirin A/outovirin C/pretrichodermamide C	11	NRPS	Alkaloid
ML0060	ML0060_chr3_con3	7.3	2160983	2221833	tenuazonic acid	75	NRPS	NRP_PKS
ML0060	ML0060_chr3_con3	7.4	2375657	2450239	no_known_similarity	NA	NRPS	NRP
ML0060	ML0060_chr3_con3	7.5	2627078	2692896	no_known_similarity	NA	NRPS-like	NRP
ML0060	ML0060_chr4_con2	9.1	1390891	1499451	monacolin K	22	fungal-RiPP-like,T1PKS,terpene	Polyketide
ML0060	ML0060_chr4_con2	9.2	1517196	1585655	no_known_similarity	NA	NRPS	NRP
ML0060	ML0060_chr4_con2	9.3	1889516	1953358	choline	100	NRPS-like	NRP
ML0060	ML0060_chr4_con2	9.4	2879674	2911161	no_known_similarity	NA	indole	Indole
ML0060	ML0060_chr4_con2	9.5	3906443	3968455	no_known_similarity	NA	T3PKS	Polyketide
ML0060	ML0060_chr4_con2	9.6	4267830	4333167	alternapyrone B/alternapyrone C/alternapyrone D/alternapyrone E/alternapyrone F	50	T1PKS	Polyketide
ML0060	ML0060_chr4_con2	9.7	4459840	4525565	no_known_similarity	NA	T1PKS	Polyketide
ML0060	ML0060_chr5_con1	10.1	137418	169063	no_known_similarity	NA	indole	Indole
ML0060	ML0060_chr5_con1	10.2	1687603	1718841	no_known_similarity	NA	terpene	Terpene
ML0060	ML0060_chr5_con1	10.3	2853353	2914816	cercosporin	43	T1PKS	Polyketide
ML0060	ML0060_chr5_con1	10.4	2975086	3035876	no_known_similarity	NA	NRPS-like	NRP
ML0060	ML0060_chr5_con1	10.5	3369893	3460887	no_known_similarity	NA	fungal-RiPP-like	Other
ML0060	ML0060_chr5_con1	10.6	3491494	3565816	no_known_similarity	NA	T1PKS	Polyketide
ML0060	ML0060_chr5_con1	10.7	3677603	3745042	no_known_similarity	NA	T1PKS	Polyketide
ML0060	ML0060_chr5_con1	10.8	4350746	4422949	no_known_similarity	NA	NRPS	NRP
ML0060	ML0060_chr6_con1	11.1	1582176	1639652	scytalone/T3HN	60	T1PKS	Polyketide
ML0060	ML0060_chr6_con1	11.2	4210364	4312523	no_known_similarity	NA	T1PKS	Polyketide
ML0060	ML0060_chr6_con1	11.3	5272766	5320323	no_known_similarity	NA	T1PKS	Polyketide
ML0060	ML0060_chr6_con1	11.4	5961609	6038989	no_known_similarity	NA	fungal-RiPP-like	Other
ML0060	ML0060_chr6_con1	11.5	6200401	6274862	no_known_similarity	NA	NRPS	NRP
ML0060	ML0060_chr6_con1	11.6	6475970	6541573	no_known_similarity	NA	T1PKS	Polyketide
ML0060	ML0060_chr6_con1	11.7	6680442	6744871	no_known_similarity	NA	NRPS,T1PKS	NRP_PKS
ML0060	ML0060_chr6_con1	11.8	6780866	6851977	no_known_similarity	NA	NRPS	NRP
ML0060	ML0060_chr6_con1	11.9	8129698	8161149	no_known_similarity	NA	terpene	Terpene
ML0060	ML0060_chr6_con1	11.10	8171511	8276690	fusaridione A/(3R,5S)-5-(4-hydroxybenzyl)-3-methyl-3-((2E,4E,6E,8E,10E)-4,8,10-trimethyldodeca-2,4,6,8,10-pentaenoyl)pyrrolidine-2,4-dione	12	NRPS,T1PKS	NRP_PKS
ML0060	ML0060_chr6_con1	11.11	8433613	8501206	no_known_similarity	NA	T1PKS	Polyketide
ML0060	ML0060_chr6_con1	11.12	8743564	8834641	no_known_similarity	NA	fungal-RiPP-like	Other
ML0060	ML0060_chr7_con1	12.1	419889	513001	no_known_similarity	NA	fungal-RiPP-like	Other
ML0060	ML0060_chr7_con1	12.2	2793162	2853890	no_known_similarity	NA	T1PKS	Polyketide
ML0060	ML0060_chr7_con1	12.3	3117441	3173106	no_known_similarity	NA	NRPS-like	NRP
ML0060	ML0060_chr7_con1	12.4	4107437	4173661	no_known_similarity	NA	T1PKS	Polyketide
ML0060	ML0060_chr7_con1	12.5	4332772	4404585	no_known_similarity	NA	NRPS,T1PKS	NRP_PKS
ML0062	ML0062_chr1_con1	1.1	98054	131218	no_known_similarity	NA	terpene	Terpene
ML0062	ML0062_chr1_con1	1.2	1524216	1600533	no_known_similarity	NA	NRPS	NRP
ML0062	ML0062_chr1_con2	2.1	2021624	2128772	no_known_similarity	NA	fungal-RiPP-like,terpene	Terpene
ML0062	ML0062_chr1_con2	2.2	2736258	2768965	clavaric acid	100	terpene	Terpene
ML0062	ML0062_chr1_con3	3.1	642075	705725	no_known_similarity	NA	NRPS-like	NRP
ML0062	ML0062_chr2_con1	6.1	1305398	1366169	no_known_similarity	NA	T3PKS	Polyketide
ML0062	ML0062_chr2_con1	6.2	1936297	2062443	no_known_similarity	NA	arylpolyene,fungal-RiPP-like	Other
ML0062	ML0062_chr2_con1	6.3	2498411	2561239	metachelin C/metachelin A/metachelin A-CE/metachelin B/dimerumic acid 11-mannoside/dimerumic acid	25	NRPS	NRP
ML0062	ML0062_chr2_con1	6.4	6902466	6959820	scytalone/T3HN	60	T1PKS	Polyketide
ML0062	ML0062_chr2_con1	6.5	7682675	7850787	ACE1	88	NRPS,T1PKS	NRP_PKS
ML0062	ML0062_chr2_con1	6.6	8043755	8110179	metachelin C/metachelin A/metachelin A-CE/metachelin B/dimerumic acid 11-mannoside/dimerumic acid	25	T1PKS	NRP
ML0062	ML0062_chr2_con2	7.1	5739	111241	ACE1	70	NRPS,T1PKS	NRP_PKS
ML0062	ML0062_chr2_con3	8.1	1	39513	no_known_similarity	NA	indole,T1PKS	Polyketide
ML0062	ML0062_chr3_con1	9.1	1065622	1164284	no_known_similarity	NA	T1PKS	Polyketide
ML0062	ML0062_chr3_con1	9.2	2142131	2209378	no_known_similarity	NA	T1PKS	Polyketide
ML0062	ML0062_chr3_con1	9.3	6114743	6177492	penigainamide A/penigainamide B/penigainamide C/adametizine A/FA2097/outovirin A/outovirin C/pretrichodermamide C	11	NRPS	Alkaloid
ML0062	ML0062_chr3_con1	9.4	6313016	6376232	tenuazonic acid	75	NRPS	NRP_PKS
ML0062	ML0062_chr3_con1	9.5	6617834	6673346	no_known_similarity	NA	NRPS	NRP
ML0062	ML0062_chr3_con2	10.1	177300	243118	no_known_similarity	NA	NRPS-like	NRP
ML0062	ML0062_chr4_con1	12.1	116	34748	no_known_similarity	NA	NRPS	NRP
ML0062	ML0062_chr4_con1	12.2	194566	224507	no_known_similarity	NA	terpene	Terpene
ML0062	ML0062_chr4_con1	12.3	2037243	2145852	monacolin K	22	fungal-RiPP-like,T1PKS,terpene	Polyketide
ML0062	ML0062_chr4_con1	12.4	2160055	2228514	no_known_similarity	NA	NRPS	NRP
ML0062	ML0062_chr4_con1	12.5	2529978	2593820	choline	100	NRPS-like	NRP
ML0062	ML0062_chr4_con1	12.6	3525952	3557439	no_known_similarity	NA	indole	Indole
ML0062	ML0062_chr4_con1	12.7	4573978	4635990	no_known_similarity	NA	T3PKS	Polyketide
ML0062	ML0062_chr4_con1	12.8	4875544	4979236	alternapyrone B/alternapyrone C/alternapyrone D/alternapyrone E/alternapyrone F	50	T1PKS	Polyketide
ML0062	ML0062_chr4_con1	12.9	5137050	5202775	no_known_similarity	NA	T1PKS	Polyketide
ML0062	ML0062_chr5_con2	14.1	215467	247112	no_known_similarity	NA	indole	Indole
ML0062	ML0062_chr5_con3	15.1	468231	499469	no_known_similarity	NA	terpene	Terpene
ML0062	ML0062_chr5_con3	15.2	1631595	1694442	cercosporin	43	T1PKS	Polyketide
ML0062	ML0062_chr5_con3	15.3	1756084	1816918	no_known_similarity	NA	NRPS-like	NRP
ML0062	ML0062_chr5_con3	15.4	2158182	2249176	no_known_similarity	NA	fungal-RiPP-like	Other
ML0062	ML0062_chr5_con3	15.5	2265131	2344109	no_known_similarity	NA	T1PKS	Polyketide
ML0062	ML0062_chr5_con3	15.6	2446698	2514137	no_known_similarity	NA	T1PKS	Polyketide
ML0062	ML0062_chr5_con3	15.7	3156405	3228608	no_known_similarity	NA	NRPS	NRP
ML0062	ML0062_chr6_con1	16.1	896278	987483	no_known_similarity	NA	fungal-RiPP-like	Other
ML0062	ML0062_chr6_con1	16.2	1377602	1438669	epipyriculol	47	T1PKS	Polyketide
ML0062	ML0062_chr6_con1	16.3	2657239	2733369	no_known_similarity	NA	NRPS	NRP
ML0062	ML0062_chr6_con1	16.4	2935614	2999435	no_known_similarity	NA	T1PKS	Polyketide
ML0062	ML0062_chr6_con1	16.5	3192055	3256484	no_known_similarity	NA	NRPS,T1PKS	NRP_PKS
ML0062	ML0062_chr6_con1	16.6	3292460	3363566	no_known_similarity	NA	NRPS	NRP
ML0062	ML0062_chr6_con1	16.7	4637600	4669052	no_known_similarity	NA	terpene	Terpene
ML0062	ML0062_chr6_con1	16.8	4696327	4752710	no_known_similarity	NA	NRPS,T1PKS	NRP_PKS
ML0062	ML0062_chr6_con2	17.1	1	50004	no_known_similarity	NA	NRPS,T1PKS	NRP_PKS
ML0062	ML0062_chr6_con2	17.2	254561	322172	no_known_similarity	NA	T1PKS	Polyketide
ML0062	ML0062_chr6_con2	17.3	557558	648634	no_known_similarity	NA	fungal-RiPP-like	Other
ML0062	ML0062_chr7_con1	18.1	2219328	2280346	no_known_similarity	NA	NRPS-like	NRP
ML0062	ML0062_chr7_con1	18.2	2543522	2603512	no_known_similarity	NA	T1PKS	Polyketide
ML0062	ML0062_chr7_con1	18.3	3747323	3798898	no_known_similarity	NA	T1PKS	Polyketide
ML0062	ML0062_chr7_con1	18.4	3957872	4029685	no_known_similarity	NA	NRPS,T1PKS	NRP_PKS
ML0062	ML0062_chr7_con1	18.5	4199802	4267463	no_known_similarity	NA	NRPS	NRP
ML0062	ML0062_cont23	20.1	1	39498	cytochalasin E/cytochalasin K	38	T1PKS	NRP_PKS
ML0062	ML0062_cont34	25.1	40455	109310	no_known_similarity	NA	T1PKS	Polyketide
ML0062	ML0062_cont69	27.1	142	66257	cytochalasin E/cytochalasin K	38	T1PKS	NRP_PKS
Naga69_150	Naga69_150_cont00	1.1	409467	470238	no_known_similarity	NA	T3PKS	Polyketide
Naga69_150	Naga69_150_cont00	1.2	1047732	1173267	no_known_similarity	NA	arylpolyene,fungal-RiPP-like	Other
Naga69_150	Naga69_150_cont00	1.3	1592576	1653722	metachelin C/metachelin A/metachelin A-CE/metachelin B/dimerumic acid 11-mannoside/dimerumic acid	25	NRPS	NRP
Naga69_150	Naga69_150_cont00	1.4	6006619	6069627	scytalone/T3HN	60	T1PKS	Polyketide
Naga69_150	Naga69_150_cont00	1.5	6764771	6837123	ACE1	58	NRPS,T1PKS	NRP_PKS
Naga69_150	Naga69_150_cont00	1.6	6929272	6997057	epipyriculol	58	T1PKS	Polyketide
Naga69_150	Naga69_150_cont00	1.7	7539382	7630367	no_known_similarity	NA	fungal-RiPP-like	Other
Naga69_150	Naga69_150_cont01	2.1	1285266	1373584	no_known_similarity	NA	T1PKS	Polyketide
Naga69_150	Naga69_150_cont01	2.2	2127153	2186701	no_known_similarity	NA	T1PKS	Polyketide
Naga69_150	Naga69_150_cont01	2.3	2799812	2879046	no_known_similarity	NA	fungal-RiPP-like	Other
Naga69_150	Naga69_150_cont01	2.4	3029602	3104069	no_known_similarity	NA	NRPS	NRP
Naga69_150	Naga69_150_cont01	2.5	3407716	3471084	no_known_similarity	NA	T1PKS	Polyketide
Naga69_150	Naga69_150_cont01	2.6	3693230	3759519	no_known_similarity	NA	NRPS,T1PKS	NRP_PKS
Naga69_150	Naga69_150_cont01	2.7	3795497	3866591	no_known_similarity	NA	NRPS	NRP
Naga69_150	Naga69_150_cont01	2.8	5144370	5289154	no_known_similarity	NA	NRPS,T1PKS,terpene	NRP_PKS
Naga69_150	Naga69_150_cont01	2.9	5425835	5493428	no_known_similarity	NA	T1PKS	Polyketide
Naga69_150	Naga69_150_cont01	2.10	5719287	5810364	no_known_similarity	NA	fungal-RiPP-like	Other
Naga69_150	Naga69_150_cont02	3.1	1215638	1239519	clavaric acid	100	terpene	Terpene
Naga69_150	Naga69_150_cont02	3.2	1826875	1934982	no_known_similarity	NA	fungal-RiPP-like,terpene	Terpene
Naga69_150	Naga69_150_cont02	3.3	3032109	3122984	no_known_similarity	NA	fungal-RiPP-like	Other
Naga69_150	Naga69_150_cont03	4.1	97652	169465	no_known_similarity	NA	NRPS,T1PKS	NRP_PKS
Naga69_150	Naga69_150_cont03	4.2	304869	358460	no_known_similarity	NA	T1PKS	Polyketide
Naga69_150	Naga69_150_cont03	4.3	1330370	1394046	no_known_similarity	NA	NRPS-like	NRP
Naga69_150	Naga69_150_cont03	4.4	1656344	1723086	no_known_similarity	NA	T1PKS	Polyketide
Naga69_150	Naga69_150_cont04	5.1	779134	810620	no_known_similarity	NA	indole	Indole
Naga69_150	Naga69_150_cont04	5.2	1802966	1864978	no_known_similarity	NA	T3PKS	Polyketide
Naga69_150	Naga69_150_cont04	5.3	2116685	2210014	alternapyrone B/alternapyrone C/alternapyrone D/alternapyrone E/alternapyrone F	50	T1PKS	Polyketide
Naga69_150	Naga69_150_cont04	5.4	2364457	2430182	no_known_similarity	NA	T1PKS	Polyketide
Naga69_150	Naga69_150_cont05	6.1	284315	315960	no_known_similarity	NA	indole	Indole
Naga69_150	Naga69_150_cont05	6.2	1418426	1449664	no_known_similarity	NA	terpene	Terpene
Naga69_150	Naga69_150_cont05	6.3	2581229	2646959	cercosporin	43	T1PKS	Polyketide
Naga69_150	Naga69_150_cont05	6.4	2705513	2768833	no_known_similarity	NA	NRPS-like	NRP
Naga69_150	Naga69_150_cont06	7.1	2085520	2216381	ACE1	35	NRPS,T1PKS	NRP_PKS
Naga69_150	Naga69_150_cont06	7.2	2420028	2499044	metachelin C/metachelin A/metachelin A-CE/metachelin B/dimerumic acid 11-mannoside/dimerumic acid	25	indole,T1PKS	NRP
Naga69_150	Naga69_150_cont06	7.3	2555915	2624280	no_known_similarity	NA	T1PKS	Polyketide
Naga69_150	Naga69_150_cont07	8.1	216203	275873	no_known_similarity	NA	NRPS-like	NRP
Naga69_150	Naga69_150_cont07	8.2	438915	511583	tryptoquialanine	9	NRPS	NRP
Naga69_150	Naga69_150_cont07	8.3	618422	680762	tenuazonic acid	75	NRPS	NRP_PKS
Naga69_150	Naga69_150_cont07	8.4	813542	883575	penigainamide A/penigainamide B/penigainamide C/adametizine A/FA2097/outovirin A/outovirin C/pretrichodermamide C	11	NRPS	Alkaloid
Naga69_150	Naga69_150_cont08	9.1	418938	485918	no_known_similarity	NA	T1PKS	Polyketide
Naga69_150	Naga69_150_cont08	9.2	909002	985319	no_known_similarity	NA	NRPS	NRP
Naga69_150	Naga69_150_cont09	10.1	1149308	1211610	no_known_similarity	NA	T1PKS	Polyketide
Naga69_150	Naga69_150_cont10	11.1	1336742	1387858	no_known_similarity	NA	T1PKS	Polyketide
Naga69_150	Naga69_150_cont10	11.2	1527000	1616104	no_known_similarity	NA	T1PKS	Polyketide
Naga69_150	Naga69_150_cont10	11.3	1630070	1721064	no_known_similarity	NA	fungal-RiPP-like	Other
Naga69_150	Naga69_150_cont11	12.1	328607	397841	no_known_similarity	NA	NRPS	NRP
Naga69_150	Naga69_150_cont11	12.2	407019	512487	monacolin K	22	fungal-RiPP-like,T1PKS,terpene	Polyketide
Naga69_150	Naga69_150_cont12	13.1	80040	111760	no_known_similarity	NA	terpene	Terpene
Naga69_150	Naga69_150_cont15	16.1	180464	246996	no_known_similarity	NA	NRPS-like	NRP
Naga69_150	Naga69_150_cont15	16.2	602427	670237	no_known_similarity	NA	T1PKS	Polyketide
Naga69_150	Naga69_150_cont16	17.1	190960	222348	no_known_similarity	NA	indole	Indole
Naga69_150	Naga69_150_cont18	19.1	40530	71670	no_known_similarity	NA	indole	Indole
Naga69_150	Naga69_150_cont18	19.2	111454	183657	no_known_similarity	NA	NRPS	NRP
Naga69_150	Naga69_150_cont20	21.1	138622	171786	no_known_similarity	NA	terpene	Terpene
Naga69_150	Naga69_150_cont34	35.1	1	54624	no_known_similarity	NA	T1PKS	Polyketide
NG0121_1	NG0121_1_chr1_con1	1.1	49987	80216	no_known_similarity	NA	terpene	Terpene
NG0121_1	NG0121_1_chr1_con1	1.2	1440086	1516403	no_known_similarity	NA	NRPS	NRP
NG0121_1	NG0121_1_chr1_con1	1.3	4103740	4210896	no_known_similarity	NA	fungal-RiPP-like,terpene	Terpene
NG0121_1	NG0121_1_chr1_con1	1.4	4775792	4808499	clavaric acid	100	terpene	Terpene
NG0121_1	NG0121_1_chr1_con1	1.5	5640282	5703932	no_known_similarity	NA	NRPS-like	NRP
NG0121_1	NG0121_1_chr2_con1	2.1	1263465	1324236	no_known_similarity	NA	T3PKS	Polyketide
NG0121_1	NG0121_1_chr2_con1	2.2	1894420	2020560	no_known_similarity	NA	arylpolyene,fungal-RiPP-like	Other
NG0121_1	NG0121_1_chr2_con1	2.3	2451210	2517505	metachelin C/metachelin A/metachelin A-CE/metachelin B/dimerumic acid 11-mannoside/dimerumic acid	25	NRPS	NRP
NG0121_1	NG0121_1_chr2_con2	3.1	3952703	4019473	scytalone/T3HN	60	T1PKS	Polyketide
NG0121_1	NG0121_1_chr2_con3	4.1	1811	39514	no_known_similarity	NA	T1PKS	Polyketide
NG0121_1	NG0121_1_chr2_con3	4.2	926675	1100937	ACE1	88	NRPS,T1PKS	NRP_PKS
NG0121_1	NG0121_1_chr2_con3	4.3	1309831	1386906	metachelin C/metachelin A/metachelin A-CE/metachelin B/dimerumic acid 11-mannoside/dimerumic acid	25	indole,T1PKS	NRP
NG0121_1	NG0121_1_chr2_con3	4.4	1450402	1518767	no_known_similarity	NA	T1PKS	Polyketide
NG0121_1	NG0121_1_chr3_con1	6.1	872858	964063	no_known_similarity	NA	fungal-RiPP-like	Other
NG0121_1	NG0121_1_chr3_con1	6.2	1524382	1592167	epipyriculol	52	T1PKS	Polyketide
NG0121_1	NG0121_1_chr3_con1	6.3	5835279	5898006	penigainamide A/penigainamide B/penigainamide C/adametizine A/FA2097/outovirin A/outovirin C/pretrichodermamide C	11	NRPS	Alkaloid
NG0121_1	NG0121_1_chr3_con1	6.4	6047693	6109178	tenuazonic acid	75	NRPS	NRP_PKS
NG0121_1	NG0121_1_chr3_con1	6.5	6198047	6272629	no_known_similarity	NA	NRPS	NRP
NG0121_1	NG0121_1_chr3_con1	6.6	6420932	6484257	no_known_similarity	NA	NRPS-like	NRP
NG0121_1	NG0121_1_chr4_con1	7.1	66943	98663	no_known_similarity	NA	terpene	Terpene
NG0121_1	NG0121_1_chr4_con2	8.1	297959	406526	monacolin K	22	fungal-RiPP-like,T1PKS,terpene	Polyketide
NG0121_1	NG0121_1_chr4_con2	8.2	420637	490784	no_known_similarity	NA	NRPS	NRP
NG0121_1	NG0121_1_chr4_con2	8.3	792225	856067	choline	100	NRPS-like	NRP
NG0121_1	NG0121_1_chr4_con2	8.4	1784466	1815953	no_known_similarity	NA	indole	Indole
NG0121_1	NG0121_1_chr4_con2	8.5	2817657	2879669	no_known_similarity	NA	T3PKS	Polyketide
NG0121_1	NG0121_1_chr4_con2	8.6	3117253	3216411	alternapyrone B/alternapyrone C/alternapyrone D/alternapyrone E/alternapyrone F	50	T1PKS	Polyketide
NG0121_1	NG0121_1_chr4_con2	8.7	3364346	3430071	no_known_similarity	NA	T1PKS	Polyketide
NG0121_1	NG0121_1_chr5_con2	10.1	858	28326	no_known_similarity	NA	T1PKS	Polyketide
NG0121_1	NG0121_1_chr5_con2	10.2	241496	273141	no_known_similarity	NA	indole	Indole
NG0121_1	NG0121_1_chr5_con2	10.3	1650967	1677859	no_known_similarity	NA	terpene	Terpene
NG0121_1	NG0121_1_chr5_con2	10.4	1783851	1815089	no_known_similarity	NA	terpene	Terpene
NG0121_1	NG0121_1_chr5_con2	10.5	2951634	3013099	cercosporin	43	T1PKS	Polyketide
NG0121_1	NG0121_1_chr5_con2	10.6	3070606	3131349	no_known_similarity	NA	NRPS-like	NRP
NG0121_1	NG0121_1_chr5_con2	10.7	3466142	3557136	no_known_similarity	NA	fungal-RiPP-like	Other
NG0121_1	NG0121_1_chr5_con2	10.8	3578559	3670713	no_known_similarity	NA	T1PKS	Polyketide
NG0121_1	NG0121_1_chr5_con2	10.9	3787596	3855035	no_known_similarity	NA	T1PKS	Polyketide
NG0121_1	NG0121_1_chr5_con2	10.10	4478106	4550309	no_known_similarity	NA	NRPS	NRP
NG0121_1	NG0121_1_chr6_con2	12.1	50066	94711	no_known_similarity	NA	T1PKS	Polyketide
NG0121_1	NG0121_1_chr6_con3	13.1	1843753	1941903	no_known_similarity	NA	T1PKS	Polyketide
NG0121_1	NG0121_1_chr6_con3	13.2	2921134	2965338	no_known_similarity	NA	T1PKS	Polyketide
NG0121_1	NG0121_1_chr6_con3	13.3	3644496	3729182	no_known_similarity	NA	fungal-RiPP-like	Other
NG0121_1	NG0121_1_chr6_con3	13.4	4006167	4082093	no_known_similarity	NA	NRPS	NRP
NG0121_1	NG0121_1_chr6_con3	13.5	4186234	4250060	no_known_similarity	NA	T1PKS	Polyketide
NG0121_1	NG0121_1_chr6_con3	13.6	4394854	4460989	no_known_similarity	NA	NRPS,T1PKS	NRP_PKS
NG0121_1	NG0121_1_chr6_con3	13.7	4496984	4568073	no_known_similarity	NA	NRPS	NRP
NG0121_1	NG0121_1_chr6_con3	13.8	5845382	5976364	no_known_similarity	NA	NRPS,T1PKS,terpene	NRP_PKS
NG0121_1	NG0121_1_chr6_con3	13.9	6161129	6228722	no_known_similarity	NA	T1PKS	Polyketide
NG0121_1	NG0121_1_chr6_con3	13.10	6399181	6490257	no_known_similarity	NA	fungal-RiPP-like	Other
NG0121_1	NG0121_1_chr7_con1	14.1	6603	101733	no_known_similarity	NA	fungal-RiPP-like	Other
NG0121_1	NG0121_1_chr7_con2	15.1	131655	224767	no_known_similarity	NA	fungal-RiPP-like	Other
NG0121_1	NG0121_1_chr7_con2	15.2	2156175	2222917	no_known_similarity	NA	T1PKS	Polyketide
NG0121_1	NG0121_1_chr7_con2	15.3	2482342	2546448	no_known_similarity	NA	NRPS-like	NRP
NG0121_1	NG0121_1_chr7_con3	16.1	590565	655285	no_known_similarity	NA	T1PKS	Polyketide
NG0121_1	NG0121_1_chr7_con3	16.2	829705	901518	no_known_similarity	NA	NRPS,T1PKS	NRP_PKS
O23	O23_1	1.1	1306649	1382966	no_known_similarity	NA	NRPS	NRP
O23	O23_1	1.2	3718690	3825838	no_known_similarity	NA	fungal-RiPP-like,terpene	Terpene
O23	O23_1	1.3	4386993	4419700	clavaric acid	100	terpene	Terpene
O23	O23_1	1.4	5234291	5297937	no_known_similarity	NA	NRPS-like	NRP
O23	O23_2	2.1	1190811	1251582	no_known_similarity	NA	T3PKS	Polyketide
O23	O23_2	2.2	1821275	1947378	no_known_similarity	NA	arylpolyene,fungal-RiPP-like	Other
O23	O23_2	2.3	2365894	2428084	metachelin C/metachelin A/metachelin A-CE/metachelin B/dimerumic acid 11-mannoside/dimerumic acid	25	NRPS	NRP
O23	O23_2	2.4	7133058	7196199	scytalone/T3HN	60	T1PKS	Polyketide
O23	O23_2	2.5	7866222	7934605	ACE1	58	NRPS,T1PKS	NRP_PKS
O23	O23_2	2.6	7950941	8077367	ACE1	17	NRPS,T1PKS	NRP_PKS
O23	O23_2	2.7	8279617	8383567	metachelin C/metachelin A/metachelin A-CE/metachelin B/dimerumic acid 11-mannoside/dimerumic acid	25	indole,T1PKS	NRP
O23	O23_3	3.1	1	44308	epipyriculol	58	T1PKS	Polyketide
O23	O23_3	3.2	583932	674917	no_known_similarity	NA	fungal-RiPP-like	Other
O23	O23_3	3.3	5507112	5573141	penigainamide A/penigainamide B/penigainamide C/adametizine A/FA2097/outovirin A/outovirin C/pretrichodermamide C	11	NRPS	Alkaloid
O23	O23_3	3.4	5708068	5770960	tenuazonic acid	75	NRPS	NRP_PKS
O23	O23_3	3.5	5921227	5995809	no_known_similarity	NA	NRPS	NRP
O23	O23_3	3.6	6175382	6241200	no_known_similarity	NA	NRPS-like	NRP
O23	O23_4	4.1	97138	123555	no_known_similarity	NA	terpene	Terpene
O23	O23_4	4.2	1941938	2050442	monacolin K	22	fungal-RiPP-like,T1PKS,terpene	Polyketide
O23	O23_4	4.3	2062539	2130998	no_known_similarity	NA	NRPS	NRP
O23	O23_4	4.4	2436193	2500035	choline	100	NRPS-like	NRP
O23	O23_4	4.5	3422392	3453879	no_known_similarity	NA	indole	Indole
O23	O23_4	4.6	4448491	4510503	no_known_similarity	NA	T3PKS	Polyketide
O23	O23_4	4.7	4805278	4871139	alternapyrone B/alternapyrone C/alternapyrone D/alternapyrone E/alternapyrone F	50	T1PKS	Polyketide
